Product URL,Name,Rating,Number of Ratings,Number of Reviews,Compressor Type,Built-in Stabilizer,Warranty,Price (₹),Original Price (₹),Discount (%)
https://www.flipkart.com/godrej-210-l-direct-cool-single-door-5-star-refrigerator/p/itmf35ee4312efe3?pid=RFRGNP48HA8FNEGN&lid=LSTRFRGNP48HA8FNEGNTZX9VL&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_26_630&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=18664a3d-9733-4eaf-9ae1-7741c12f3b36.RFRGNP48HA8FNEGN.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Godrej 210 L Direct Cool Single Door 5 Star Refrigerator,4.3,402,36,Inverter Compressor,Yes,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,16990,25090,32 
https://www.flipkart.com/lg-506-l-frost-free-double-door-1-star-refrigerator/p/itm9d824b81c18b6?pid=RFRGN8P3MNA3XBGF&lid=LSTRFRGN8P3MNA3XBGF2QETYY&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_26_631&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=18664a3d-9733-4eaf-9ae1-7741c12f3b36.RFRGN8P3MNA3XBGF.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,LG 506 L Frost Free Double Door 1 Star Refrigerator,N/A,N/A,N/A,N/A,Yes,1 Year Warranty on Product and 10 Years Warranty on Compressor from LG,61490,86299,28 
https://www.flipkart.com/whirlpool-215-l-direct-cool-single-door-4-star-refrigerator-base-drawer/p/itm2e7546246ccb7?pid=RFRFRFWC7DKX45HG&lid=LSTRFRFRFWC7DKX45HGYBWUVM&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_26_632&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=18664a3d-9733-4eaf-9ae1-7741c12f3b36.RFRFRFWC7DKX45HG.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Whirlpool 215 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer,4.3,3655,357,DC Inverter Compressor,Yes,1 Year Warranty on Product and 10 Years on Compressor,19100,26550,28 
https://www.flipkart.com/voltas-beko-tata-product-248-l-frost-free-double-door-3-star-refrigerator/p/itme0f7d22667719?pid=RFRGZBZ477BMKN3B&lid=LSTRFRGZBZ477BMKN3BWQSOQ4&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_26_633&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=18664a3d-9733-4eaf-9ae1-7741c12f3b36.RFRGZBZ477BMKN3B.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Voltas Beko by A Tata Product 248 L Frost Free Double Door 3 Star Refrigerator,4.1,1765,145,Pro Smart Inverter Compressor,Yes,1 Year Comprehensive warranty on product & 10 Years warranty on compressor,49999,N/A,N/A
https://www.flipkart.com/liebherr-191-l-direct-cool-single-door-4-star-refrigerator/p/itme7d346cac776c?pid=RFRGYCHWGMYKHKQW&lid=LSTRFRGYCHWGMYKHKQWL10BZA&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_26_634&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=18664a3d-9733-4eaf-9ae1-7741c12f3b36.RFRGYCHWGMYKHKQW.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Liebherr 191 L Direct Cool Single Door 4 Star Refrigerator,4.5,186,25,N/A,Yes,1 Year Comprehensive Warranty on Product and 20 Years Warranty on Compressor,18490,23390,20 
https://www.flipkart.com/galanz-485-l-frost-free-multi-door-refrigerator/p/itm0e33dfc86060c?pid=RFRFRDYKMWMMBHKQ&lid=LSTRFRFRDYKMWMMBHKQKNAS24&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_26_635&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=18664a3d-9733-4eaf-9ae1-7741c12f3b36.RFRFRDYKMWMMBHKQ.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Galanz 485 L Frost Free Multi-Door Refrigerator,3.8,19,4,1 Year Comprehensive on Product and 5 Years on Compressor fro Galanz,N/A,1 Year Comprehensive on Product and 5 Years on Compressor fro Galanz,42990,79990,46 
https://www.flipkart.com/voltas-beko-tata-product-245-l-direct-cool-double-door-3-star-refrigerator/p/itm485550eec9bc6?pid=RFRGNGE24MWY2AAQ&lid=LSTRFRGNGE24MWY2AAQ0LWLHU&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_26_636&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=18664a3d-9733-4eaf-9ae1-7741c12f3b36.RFRGNGE24MWY2AAQ.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Voltas Beko by A Tata Product 245 L Direct Cool Double Door 3 Star Refrigerator,4.3,4910,319,Reciprocating Compressor,Yes,2 Years Comprehensive Warranty on Product and Additional 10 Years Warranty on Compressor,28990,31999,9 
https://www.flipkart.com/whirlpool-184-l-direct-cool-single-door-2-star-refrigerator-base-drawer/p/itm15fd2d645dc87?pid=RFRGHRHHEGWGC28M&lid=LSTRFRGHRHHEGWGC28M2IBPNX&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_26_637&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=18664a3d-9733-4eaf-9ae1-7741c12f3b36.RFRGHRHHEGWGC28M.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Whirlpool 184 L Direct Cool Single Door 2 Star Refrigerator with Base Drawer,4.3,536,42,1 Year on Product and 10 Years on the Compressor,Yes,1 Year on Product and 10 Years on the Compressor,14440,17900,19 
https://www.flipkart.com/whirlpool-228-l-frost-free-triple-door-refrigerator/p/itmbd7e51ea673f6?pid=RFRGY96Z2PA5ZR5G&lid=LSTRFRGY96Z2PA5ZR5GQWVOJG&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_26_638&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=18664a3d-9733-4eaf-9ae1-7741c12f3b36.RFRGY96Z2PA5ZR5G.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Whirlpool 228 L Frost Free Triple Door Refrigerator,4.3,39859,4287,Reciprocating Compressor,Yes,1 Year Warranty on Product and 9 Years Warranty on Compressor,26290,35800,26 
https://www.flipkart.com/whirlpool-192-l-direct-cool-single-door-3-star-refrigerator/p/itm51c34606375df?pid=RFRFQGESZ4Q6PHBJ&lid=LSTRFRFQGESZ4Q6PHBJEBJ0IU&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_26_639&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=18664a3d-9733-4eaf-9ae1-7741c12f3b36.RFRFQGESZ4Q6PHBJ.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Whirlpool 192 L Direct Cool Single Door 3 Star Refrigerator,4.2,124,8,Digital Compressor,Yes,1 Year Warranty on Product and 10 Years Warranty on Compressor from Whirlpool,16700,19850,15 
https://www.flipkart.com/acer-190-l-direct-cool-single-door-2-star-refrigerator/p/itm228ab01c04c97?pid=RFRHYJJYZGDWS29F&lid=LSTRFRHYJJYZGDWS29FJTJ8B6&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_27_641&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=a023b8f8-6ff1-4ed0-aa9b-7cee13345d77.RFRHYJJYZGDWS29F.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Acer 190 L Direct Cool Single Door 2 Star Refrigerator,4.4,40,5,N/A,Yes,1 Year Comprehensive Warranty on Product and  10 Years Warranty on Compressor,13499,19999,32 
https://www.flipkart.com/whirlpool-245-l-frost-free-double-door-2-star-refrigerator/p/itmb2210bbc5f6c0?pid=RFRFYV7BSJDFXKEF&lid=LSTRFRFYV7BSJDFXKEF45MUZX&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_27_642&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=a023b8f8-6ff1-4ed0-aa9b-7cee13345d77.RFRFYV7BSJDFXKEF.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Whirlpool 245 L Frost Free Double Door 2 Star Refrigerator,4.3,1771,158,1 Year on Product and 10 Years on the Compressor from Whirlpool,Yes,1 Year on Product and 10 Years on the Compressor from Whirlpool,24250,32550,25 
https://www.flipkart.com/midea-45-l-direct-cool-single-door-1-star-refrigerator/p/itm556a822781642?pid=RFRFZDMNXJ28RFBX&lid=LSTRFRFZDMNXJ28RFBXYX9TRP&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_27_643&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=a023b8f8-6ff1-4ed0-aa9b-7cee13345d77.RFRFZDMNXJ28RFBX.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Midea 45 L Direct Cool Single Door 1 Star Refrigerator,4,353,22,Reciprocating Compressor,N/A,1 Year Warranty on Product and 5 Years on Compressor,8990,10990,18 
https://www.flipkart.com/electrolux-680-l-frost-free-multi-door-convertible-refrigerator-inverter-twintech-cooling-system-ultimatetaste-900/p/itm5474dbb69cf5e?pid=RFRGT78SENZGFZY6&lid=LSTRFRGT78SENZGFZY6HUXCEN&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_27_644&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=a023b8f8-6ff1-4ed0-aa9b-7cee13345d77.RFRGT78SENZGFZY6.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Electrolux 680 L Frost Free Multi-Door Convertible Refrigerator  with Inverter with TwinTech Cooling S...,N/A,N/A,N/A,N/A,N/A,1 Year Standard Warranty on Product and 9 Years Additional Warranty on Compressor (Refrigerant or Gas is Chargeable),189990,316990,40 
https://www.flipkart.com/godrej-272-l-frost-free-double-door-2-star-refrigerator-wood-finish-advanced-inverter-technology/p/itmf7dd9032a9e4c?pid=RFRGYXUZZB3TXNGC&lid=LSTRFRGYXUZZB3TXNGCA0UR12&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_27_645&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=a023b8f8-6ff1-4ed0-aa9b-7cee13345d77.RFRGYXUZZB3TXNGC.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Godrej 272 L Frost Free Double Door 2 Star Refrigerator  with Wood Finish and Advanced Inverter Techno...,4.1,665,52,Inverter Compressor,Yes,2 Years Comprehensive Warranty on Product and 10 Years Warranty on Compressor,26790,39990,33 
https://www.flipkart.com/whirlpool-192-l-direct-cool-single-door-5-star-refrigerator-base-drawer/p/itma7a2a4db0c68d?pid=RFRGQJYJFMMGHYHN&lid=LSTRFRGQJYJFMMGHYHNNX65AR&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_27_646&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=a023b8f8-6ff1-4ed0-aa9b-7cee13345d77.RFRGQJYJFMMGHYHN.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Whirlpool 192 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,4.2,42,2,1 Year on Product and 10 Years on Compressor from Whirlpool,Yes,1 Year on Product and 10 Years on Compressor from Whirlpool,19257,26500,27 
https://www.flipkart.com/candy-240-l-frost-free-double-door-3-star-refrigerator-5-1-convertible-model/p/itm6527d02640096?pid=RFRGHUEYTKFPC4QT&lid=LSTRFRGHUEYTKFPC4QTINAVQI&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_27_647&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=a023b8f8-6ff1-4ed0-aa9b-7cee13345d77.RFRGHUEYTKFPC4QT.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,CANDY 240 L Frost Free Double Door 3 Star Refrigerator  with 5 in 1 Convertible model,4.3,224,31,Inverter Compressor,Yes,1 Year Warranty on Product and 10 Years on Compressor,22390,30490,26 
https://www.flipkart.com/whirlpool-192-l-direct-cool-single-door-3-star-refrigerator/p/itm62f06f6c6bb37?pid=RFRG5V8KRPVFYGUV&lid=LSTRFRG5V8KRPVFYGUVBVZI86&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_27_648&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=a023b8f8-6ff1-4ed0-aa9b-7cee13345d77.RFRG5V8KRPVFYGUV.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Whirlpool 192 L Direct Cool Single Door 3 Star Refrigerator,4.3,115,9,1 Year on Product and 10 Years on Compressor from Whirlpool,Yes,1 Year on Product and 10 Years on Compressor from Whirlpool,15299,19990,23 
https://www.flipkart.com/lloyd-240-l-frost-free-double-door-2-star-refrigerator/p/itmce2da26425576?pid=RFRGXHV7SXWPEP9N&lid=LSTRFRGXHV7SXWPEP9NRXSTFE&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_27_649&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=a023b8f8-6ff1-4ed0-aa9b-7cee13345d77.RFRGXHV7SXWPEP9N.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Lloyd 240 L Frost Free Double Door 2 Star Refrigerator,N/A,N/A,N/A,Inverter Compressor,Yes,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,23989,37890,36 
https://www.flipkart.com/whirlpool-207-l-direct-cool-single-door-3-star-refrigerator/p/itm55024c6e2e9b4?pid=RFRFYZCQ2FXZFY5V&lid=LSTRFRFYZCQ2FXZFY5VCUOSAC&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_27_650&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=a023b8f8-6ff1-4ed0-aa9b-7cee13345d77.RFRFYZCQ2FXZFY5V.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Whirlpool 207 L Direct Cool Single Door 3 Star Refrigerator,4.3,8257,838,1 Year on Product and 10 Years on Compressor from Whirlpool,Yes,1 Year on Product and 10 Years on Compressor from Whirlpool,18290,22599,19 
https://www.flipkart.com/admiral-175-l-direct-cool-single-door-3-star-refrigerator/p/itmf23ecacde6257?pid=RFRGUY4F6HBFNMZM&lid=LSTRFRGUY4F6HBFNMZMKTNPAL&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_27_651&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=a023b8f8-6ff1-4ed0-aa9b-7cee13345d77.RFRGUY4F6HBFNMZM.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Admiral 175 L Direct Cool Single Door 3 Star Refrigerator,4,210,19,Reciprocating Compressor,Yes,3 Years on Product and 5 Years on Compressor Warranty,12290,19499,36 
https://www.flipkart.com/whirlpool-231-l-frost-free-double-door-2-star-refrigerator/p/itm92e802fd8f899?pid=RFRGS2FBQACGQTNV&lid=LSTRFRGS2FBQACGQTNVVWUFKE&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_27_652&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=a023b8f8-6ff1-4ed0-aa9b-7cee13345d77.RFRGS2FBQACGQTNV.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Whirlpool 231 L Frost Free Double Door 2 Star Refrigerator,3.7,3,0,1 year Comprehensive + 9 years on Compressor,N/A,1 year Comprehensive + 9 years on Compressor,26000,34400,24 
https://www.flipkart.com/samsung-275-l-frost-free-double-door-3-star-convertible-refrigerator/p/itma5501b5a2a284?pid=RFRFNDEEPWKJFYHN&lid=LSTRFRFNDEEPWKJFYHNBUTUVP&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_27_653&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=a023b8f8-6ff1-4ed0-aa9b-7cee13345d77.RFRFNDEEPWKJFYHN.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,SAMSUNG 275 L Frost Free Double Door 3 Star Convertible Refrigerator,4.4,7107,720,Digital Inverter Compressor,Yes,"1 year comprehensive warranty on product, 20 years on compressor, For all Refrigerators with Digital Inverter Compressors, sold on or after 1st Dec 2022 (All Refrigerator apart from Non-Digital Inverter Technology Direct Cool Models) the Warranty period on the Digital Inverter Compressor shall be revised from 10 years to 20 years.",28990,36990,21 
https://www.flipkart.com/whirlpool-192-l-direct-cool-single-door-3-star-refrigerator/p/itme500b6be83313?pid=RFRG5V8KH4QANE2Z&lid=LSTRFRG5V8KH4QANE2ZODGWQE&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_27_654&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=a023b8f8-6ff1-4ed0-aa9b-7cee13345d77.RFRG5V8KH4QANE2Z.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Whirlpool 192 L Direct Cool Single Door 3 Star Refrigerator,4,54,3,1 Year on Product and 10 Years on Compressor from Whirlpool,Yes,1 Year on Product and 10 Years on Compressor from Whirlpool,14998,20313,26 
https://www.flipkart.com/lg-185-l-direct-cool-single-door-3-star-refrigerator-moist-n-fresh/p/itmfd1a43ba8c66f?pid=RFRFZZ8YSVDPAQ7B&lid=LSTRFRFZZ8YSVDPAQ7BS2YADC&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_27_655&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=a023b8f8-6ff1-4ed0-aa9b-7cee13345d77.RFRFZZ8YSVDPAQ7B.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,LG 185 L Direct Cool Single Door 3 Star Refrigerator  with Moist 'N' Fresh,4.4,8581,792,1 Year on Refrigrator Unit and 5 Years on Compressor,Yes,1 Year on Refrigrator Unit and 5 Years on Compressor,16397,18859,13 
https://www.flipkart.com/lg-205-l-direct-cool-single-door-4-star-refrigerator-base-drawer/p/itm5fb0d9a21862a?pid=RFRFZSH9XWFGAGYS&lid=LSTRFRFZSH9XWFGAGYSDDGNCW&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_27_656&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=a023b8f8-6ff1-4ed0-aa9b-7cee13345d77.RFRFZSH9XWFGAGYS.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,LG 205 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer,4.5,1627,146,1 Year on Refrigerator Unit and 10 Years on Compressor from LG,Yes,1 Year on Refrigerator Unit and 10 Years on Compressor from LG,22852,N/A,N/A
https://www.flipkart.com/samsung-301-l-frost-free-double-door-2-star-refrigerator/p/itm1988c1e171716?pid=RFRGNHK67PDKQ2JZ&lid=LSTRFRGNHK67PDKQ2JZBQVPOF&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_27_657&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=a023b8f8-6ff1-4ed0-aa9b-7cee13345d77.RFRGNHK67PDKQ2JZ.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,SAMSUNG 301 L Frost Free Double Door 2 Star Refrigerator,4.1,10,0,Digital Inverter Compressor,Yes,1 Year Comprehensive Warranty on Product and 20 Years Warranty on Compressor,35990,49990,28 
https://www.flipkart.com/godrej-183-l-direct-cool-single-door-2-star-refrigerator-toughened-glass-shelves-turbo-cooling-technology/p/itmd554082673e94?pid=RFRGZH9NHNSURDYY&lid=LSTRFRGZH9NHNSURDYYI7YDAJ&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_27_658&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=a023b8f8-6ff1-4ed0-aa9b-7cee13345d77.RFRGZH9NHNSURDYY.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Godrej 183 L Direct Cool Single Door 2 Star Refrigerator  with Toughened Glass Shelves And Turbo Cooli...,4.3,7399,436,Fixed Speed Compressor,Yes,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,12390,19090,35 
https://www.flipkart.com/whirlpool-207-l-direct-cool-single-door-3-star-refrigerator/p/itm871619ef8b55f?pid=RFRGYAMFUH9HXU5Y&lid=LSTRFRGYAMFUH9HXU5YH6G63A&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_27_659&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=a023b8f8-6ff1-4ed0-aa9b-7cee13345d77.RFRGYAMFUH9HXU5Y.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Whirlpool 207 L Direct Cool Single Door 3 Star Refrigerator,4.4,6730,511,Reciprocating Compressor,Yes,1 Year Warranty on Product and 9 Years Warranty on Compressor,18990,22950,17 
https://www.flipkart.com/godrej-192-l-direct-cool-single-door-3-star-refrigerator/p/itmafa29e1cacd9c?pid=RFRGFRXN8PNN57DT&lid=LSTRFRGFRXN8PNN57DTUIG7FM&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_27_660&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=a023b8f8-6ff1-4ed0-aa9b-7cee13345d77.RFRGFRXN8PNN57DT.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Godrej 192 L Direct Cool Single Door 3 Star Refrigerator,3.8,48,4,Fixed Speed Compressor,N/A,"1 Year Comprehensive Warrantyon Product, 10 Year Warranty on Compressor",18490,23490,21 
https://www.flipkart.com/liebherr-310-l-frost-free-double-door-2-star-refrigerator/p/itm7c6a06cd6bd27?pid=RFRGSZGMPJXMFMVQ&lid=LSTRFRGSZGMPJXMFMVQQAJSXZ&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_27_661&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=a023b8f8-6ff1-4ed0-aa9b-7cee13345d77.RFRGSZGMPJXMFMVQ.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Liebherr 310 L Frost Free Double Door 2 Star Refrigerator,4.8,4,1,NextGen 8 Step Inverter Compressor,Yes,N/A,45990,64990,29 
https://www.flipkart.com/haier-240-l-frost-free-double-door-top-mount-2-star-convertible-refrigerator/p/itm0b9042559b4f8?pid=RFRGRVRXNNXBNG6E&lid=LSTRFRGRVRXNNXBNG6E7ISYRC&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_27_662&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=a023b8f8-6ff1-4ed0-aa9b-7cee13345d77.RFRGRVRXNNXBNG6E.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Haier 240 L Frost Free Double Door Top Mount 2 Star Convertible Refrigerator,4,11,1,N/A,Yes,2 Year Warranty on Product and 10 Years Warranty on Compressor & fan motor,28490,36990,22 
https://www.flipkart.com/lloyd-260-l-frost-free-double-door-2-star-refrigerator/p/itmfe540d376f995?pid=RFRGPW9SHDFHJSUP&lid=LSTRFRGPW9SHDFHJSUPAXROLM&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_27_663&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=a023b8f8-6ff1-4ed0-aa9b-7cee13345d77.RFRGPW9SHDFHJSUP.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Lloyd 260 L Frost Free Double Door 2 Star Refrigerator,N/A,N/A,N/A,Inverter Compressor,Yes,1 Year Warranty on Product and Additional 9 Years Warranty on Compressor,26990,43990,38 
