Product URL,Name,Rating,Number of Ratings,Number of Reviews,Compressor Type,Built-in Stabilizer,Warranty,Price (₹),Original Price (₹),Discount (%)
https://www.flipkart.com/samsung-355-l-frost-free-double-door-2-star-convertible-refrigerator-curd-maestro-5-in-1-digital-inverter-display/p/itm82aedb452641f?pid=RFRGNHK6GKG4FHS2&lid=LSTRFRGNHK6GKG4FHS2FEDYQG&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_13_297&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=2d076f03-a2cd-4d23-83be-504a94435dd9.RFRGNHK6GKG4FHS2.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,"SAMSUNG 355 L Frost Free Double Door 2 Star Convertible Refrigerator  with Curd Maestro, Convertible 5...",4.3,600,47,Digital Inverter Compressor,Yes,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,39490,63990,38 
https://www.flipkart.com/whirlpool-235-l-frost-free-double-door-2-star-refrigerator-glass/p/itm9ab179c82c43f?pid=RFRFQYY7AK33XWAY&lid=LSTRFRFQYY7AK33XWAYN8GNFQ&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_13_298&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=2d076f03-a2cd-4d23-83be-504a94435dd9.RFRFQYY7AK33XWAY.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Whirlpool 235 L Frost Free Double Door 2 Star Refrigerator  with Glass Door,4.3,2168,231,1 Year Comprehensive on the Product and 10 Years on the Compressor from Whirlpool,Yes,1 Year Comprehensive on the Product and 10 Years on the Compressor from Whirlpool,23790,27400,13 
https://www.flipkart.com/liebherr-205-l-direct-cool-single-door-3-star-refrigerator/p/itm4c468ad3660b3?pid=RFRGSZGMAMAUV3HZ&lid=LSTRFRGSZGMAMAUV3HZKLKX5E&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_13_299&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=2d076f03-a2cd-4d23-83be-504a94435dd9.RFRGSZGMAMAUV3HZ.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Liebherr 205 L Direct Cool Single Door 3 Star Refrigerator,4.5,186,25,N/A,Yes,N/A,15990,24570,34 
https://www.flipkart.com/whirlpool-312-l-frost-free-double-door-3-star-convertible-refrigerator/p/itme863c8db09c12?pid=RFRGZ8D4PJBZRTHG&lid=LSTRFRGZ8D4PJBZRTHG3HCQMR&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_13_300&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=2d076f03-a2cd-4d23-83be-504a94435dd9.RFRGZ8D4PJBZRTHG.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Whirlpool 312 L Frost Free Double Door 3 Star Convertible Refrigerator,4,38,4,Inverter Compressor,Yes,1 Year Warranty on Product and 9 Years Warranty on Compressor,40590,52850,23 
https://www.flipkart.com/godrej-472-l-frost-free-double-door-2-star-refrigerator-ai-tech-digital-inverter-95-food-surface-disinfection/p/itm51791fbfc267a?pid=RFRH34NHAHFVZPSY&lid=LSTRFRH34NHAHFVZPSY8PNPSL&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_13_301&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=2d076f03-a2cd-4d23-83be-504a94435dd9.RFRH34NHAHFVZPSY.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,"Godrej 472 L Frost Free Double Door 2 Star Refrigerator  with AI Tech, Digital Inverter, And 95%+ Food...",4.1,989,114,Inverter compressor,Yes,2 Years Comprehensive Warranty on Product and 10 Years Warranty on Compressor,49990,74590,32 
https://www.flipkart.com/samsung-376-l-frost-free-double-door-2-star-convertible-refrigerator-curd-maestro-5-in-1-digital-inverter-display/p/itm82aedb452641f?pid=RFRGNHK62BSNDG9N&lid=LSTRFRGNHK62BSNDG9NS8BXOJ&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_13_302&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=2d076f03-a2cd-4d23-83be-504a94435dd9.RFRGNHK62BSNDG9N.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,"SAMSUNG 376 L Frost Free Double Door 2 Star Convertible Refrigerator  with Curd Maestro, Convertible 5...",4.3,600,47,Digital Inverter Compressor,Yes,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,41990,67990,38 
https://www.flipkart.com/whirlpool-231-l-frost-free-double-door-2-star-refrigerator/p/itm9ab179c82c43f?pid=RFRGZBAG3F8ENYU9&lid=LSTRFRGZBAG3F8ENYU9GXKIVM&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_13_303&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=2d076f03-a2cd-4d23-83be-504a94435dd9.RFRGZBAG3F8ENYU9.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Whirlpool 231 L Frost Free Double Door 2 Star Refrigerator,4.3,6285,544,Reciprocating Compressor,Yes,1 Year Comprehensive Warranty on Product and 9 Years Warranty on Compressor,23490,33700,30 
https://www.flipkart.com/admiral-175-l-direct-cool-single-door-3-star-refrigerator/p/itm9c0f4cbcf3243?pid=RFRGUY4FFR9GKG3Y&lid=LSTRFRGUY4FFR9GKG3YK0NXVG&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_13_304&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=2d076f03-a2cd-4d23-83be-504a94435dd9.RFRGUY4FFR9GKG3Y.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Admiral 175 L Direct Cool Single Door 3 Star Refrigerator,4,210,19,Reciprocating Compressor,Yes,3 Years on Product and 5 Years on Compressor Warranty,11790,18999,37 
https://www.flipkart.com/voltas-beko-tata-product-183-l-direct-cool-single-door-4-star-refrigerator-base-drawer/p/itmf099ed89053ab?pid=RFRGQHXPH7SMRKNY&lid=LSTRFRGQHXPH7SMRKNY3SLOFB&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_13_305&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=2d076f03-a2cd-4d23-83be-504a94435dd9.RFRGQHXPH7SMRKNY.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Voltas Beko by A Tata Product 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer,4.4,5196,421,Reciprocating Compressor,Yes,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,15690,25890,39 
https://www.flipkart.com/haier-598-l-frost-free-triple-door-convertible-refrigerator-83-fridge-spacedigital-control-panel360-degree-coolingmagic-zoneexpert-inverter-3-door/p/itmb7313b4a0fac3?pid=RFRGRHHY5QGXHNPG&lid=LSTRFRGRHHY5QGXHNPGK0BYVF&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_13_306&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=2d076f03-a2cd-4d23-83be-504a94435dd9.RFRGRHHY5QGXHNPG.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Haier 598 L Frost Free Triple Door Convertible Refrigerator  with 83% Convertible Fridge SpaceDigital ...,N/A,N/A,N/A,N/A,Yes,1 Year Warranty on Product and 10 Years Warranty on Compressor,96990,149290,35 
https://www.flipkart.com/admiral-165-l-direct-cool-single-door-2-star-refrigerator/p/itm9c0f4cbcf3243?pid=RFRGUY4FX6CHHHVS&lid=LSTRFRGUY4FX6CHHHVS8RKDOV&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_13_307&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=2d076f03-a2cd-4d23-83be-504a94435dd9.RFRGUY4FX6CHHHVS.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Admiral 165 L Direct Cool Single Door 2 Star Refrigerator,4,210,19,Reciprocating Compressor,Yes,3 Years on Product and 5 Years on Compressor Warranty,10790,17999,40 
https://www.flipkart.com/marq-flipkart-208-l-direct-cool-single-door-2-star-refrigerator/p/itm080aeff6e1b9b?pid=RFRH4EGH2QJKSYXQ&lid=LSTRFRH4EGH2QJKSYXQ06CT72&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_13_308&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=2d076f03-a2cd-4d23-83be-504a94435dd9.RFRH4EGH2QJKSYXQ.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,MarQ by Flipkart 208 L Direct Cool Single Door 2 Star Refrigerator,4.1,187,22,Inverter Compressor,Yes,1 Year Warranty on Product and 10 Years Warranty on Compressor,13990,23990,41 
https://www.flipkart.com/samsung-189-l-direct-cool-single-door-5-star-refrigerator/p/itm264606242f20a?pid=RFRGNHK6HU2E2ZCH&lid=LSTRFRGNHK6HU2E2ZCHRFBCWE&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_13_309&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=2d076f03-a2cd-4d23-83be-504a94435dd9.RFRGNHK6HU2E2ZCH.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,SAMSUNG 189 L Direct Cool Single Door 5 Star Refrigerator,4.3,106,8,Digital Inverter Compressor,Yes,1 Year Comprehensive Warranty on Product and 20 Years Warranty on Compressor,17390,23999,27 
https://www.flipkart.com/candy-190-l-direct-cool-single-door-4-star-refrigerator-jumbo-fruit-vegetable-box-stabilizer-free-operation/p/itm59dbc88f9f574?pid=RFRGHUEFKNU9QG5M&lid=LSTRFRGHUEFKNU9QG5MXAG5L9&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_13_310&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=2d076f03-a2cd-4d23-83be-504a94435dd9.RFRGHUEFKNU9QG5M.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,"CANDY 190 L Direct Cool Single Door 4 Star Refrigerator  with Jumbo Fruit and vegetable Box , Stabiliz...",4.3,12575,1319,Reciprocatory Compressor,Yes,1 Year Warranty on Product and 10 Years on Compressor,13690,17990,23 
https://www.flipkart.com/voltas-beko-tata-product-432-l-frost-free-double-door-2-star-refrigerator/p/itmdc227d697f33d?pid=RFRGHAVVHYUZCSE2&lid=LSTRFRGHAVVHYUZCSE2QIMT0F&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_13_311&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=2d076f03-a2cd-4d23-83be-504a94435dd9.RFRGHAVVHYUZCSE2.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Voltas Beko by A Tata Product 432 L Frost Free Double Door 2 Star Refrigerator,4.1,1765,145,Pro Smart Inverter Compressor,Yes,2 Years Comprehensive Warranty on Product and 12 Years Warranty on Compressor,39990,59990,33 
https://www.flipkart.com/bosch-207-l-direct-cool-single-door-3-star-refrigerator-base-drawer/p/itme7889d1ba96c6?pid=RFRGYHF6PCB6ATBH&lid=LSTRFRGYHF6PCB6ATBHDILKGU&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_14_313&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=aaba4bf4-00de-4309-9f9e-91c594c138cf.RFRGYHF6PCB6ATBH.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,BOSCH 207 L Direct Cool Single Door 3 Star Refrigerator with Base Drawer,4.4,125,16,Reciprocating Compressor,Yes,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,20990,28490,26 
https://www.flipkart.com/voltas-beko-tata-product-228-l-frost-free-double-door-3-star-refrigerator/p/itm186b66487001a?pid=RFRGRZX5TGS9QPBS&lid=LSTRFRGRZX5TGS9QPBSA4VMA6&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_14_314&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=aaba4bf4-00de-4309-9f9e-91c594c138cf.RFRGRZX5TGS9QPBS.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Voltas Beko by A Tata Product 228 L Frost Free Double Door 3 Star Refrigerator,4.1,1765,145,Pro Smart Inverter Compressor,Yes,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,23490,40490,41 
https://www.flipkart.com/godrej-97-l-direct-cool-single-door-1-star-refrigerator-jumbo-vegetable-tray-quick-ice-making-space/p/itmc512e16ce165a?pid=RFRHYKYEYWW76HWW&lid=LSTRFRHYKYEYWW76HWWPCJQUM&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_14_315&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=aaba4bf4-00de-4309-9f9e-91c594c138cf.RFRHYKYEYWW76HWW.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Godrej 97 L Direct Cool Single Door 1 Star Refrigerator  with Jumbo Vegetable Tray and Quick Ice Makin...,4.3,9,1,Fixed Speed Compressor,Yes,1 Year Warranty on Product and 10 Years Warranty on Compressor,11350,14500,21 
https://www.flipkart.com/lg-185-l-direct-cool-single-door-4-star-refrigerator-base-drawer-smart-inverter-compressor-fast-ice-making-moist-n-fresh/p/itm7e0807d22bdb1?pid=RFRFPYDEJG7KWR4P&lid=LSTRFRFPYDEJG7KWR4PGZJNMX&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_14_316&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=aaba4bf4-00de-4309-9f9e-91c594c138cf.RFRFPYDEJG7KWR4P.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,"LG 185 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  with Smart Inverter Compressor,...",4.4,48152,4394,Smart Inverter Compressor,Yes,1 Year Warranty on Product and 10 Years Warranty on Compressor from LG,16690,21999,24 
https://www.flipkart.com/whirlpool-184-l-direct-cool-single-door-3-star-refrigerator/p/itmfbd240dba5bac?pid=RFRGHRHHPW4CZQ2E&lid=LSTRFRGHRHHPW4CZQ2EDYGT4K&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_14_317&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=aaba4bf4-00de-4309-9f9e-91c594c138cf.RFRGHRHHPW4CZQ2E.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Whirlpool 184 L Direct Cool Single Door 3 Star Refrigerator,4.3,19088,1179,1 Year on Product and 10 Years on Compressor From Whirlpool,N/A,1 Year on Product and 10 Years on Compressor From Whirlpool,14340,17650,18 
https://www.flipkart.com/godrej-202-l-direct-cool-single-door-5-star-refrigerator-base-drawer/p/itm53517fca17645?pid=RFRGPW4QAGYFHRJ6&lid=LSTRFRGPW4QAGYFHRJ6BEIRPB&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_14_318&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=aaba4bf4-00de-4309-9f9e-91c594c138cf.RFRGPW4QAGYFHRJ6.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Godrej 202 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,4.5,517,25,Fixed Speed Compressor,Yes,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,18290,27490,33 
https://www.flipkart.com/voltas-beko-tata-product-634-l-frost-free-side-refrigerator-pro-smart-inverter-compressor-water-dispenser-neo-dual-cooling-technology/p/itm3bca7d8768d4e?pid=RFRH7ZBKF4YGMQBE&lid=LSTRFRH7ZBKF4YGMQBE65IKG4&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_14_319&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=aaba4bf4-00de-4309-9f9e-91c594c138cf.RFRH7ZBKF4YGMQBE.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Voltas Beko by A Tata Product 634 L Frost Free Side by Side Refrigerator  with Pro Smart Inverter comp...,N/A,N/A,N/A,Pro Smart Inverter Compressor,Yes,2 Years Comprehensive Warranty on Product and 12 Years Warranty on Compressor,63990,124990,48 
https://www.flipkart.com/lg-185-l-direct-cool-single-door-4-star-refrigerator-base-drawer-smart-inverter-compressor-connect-fast-ice-making/p/itma0ef8098219f0?pid=RFRGMUBUQGURCMEG&lid=LSTRFRGMUBUQGURCMEGDNCYSP&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_14_320&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=aaba4bf4-00de-4309-9f9e-91c594c138cf.RFRGMUBUQGURCMEG.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,"LG 185 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  with Smart Inverter Compressor,...",4.4,12252,1364,Smart Inverter Compressor,Yes,1 Year Warranty on Product and 10 Years Warranty on Compressor From LG,16790,19490,13 
https://www.flipkart.com/samsung-183-l-direct-cool-single-door-3-star-refrigerator/p/itmef23e33bce83f?pid=RFRGNHK6XFJM7TZV&lid=LSTRFRGNHK6XFJM7TZVMULE47&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_14_321&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=aaba4bf4-00de-4309-9f9e-91c594c138cf.RFRGNHK6XFJM7TZV.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,SAMSUNG 183 L Direct Cool Single Door 3 Star Refrigerator,3.7,40,2,Digital Inverter Compressor,Yes,1 Year Comprehensive Warranty on Product and 20 Years Warranty on Compressor,15300,19999,23 
https://www.flipkart.com/candy-175-l-direct-cool-single-door-2-star-refrigerator-toughed-glass-shelves-stabilizer-free-operation-glossy-finish/p/itm58db047eb5ee6?pid=RFRGSP6XY4EBTE4N&lid=LSTRFRGSP6XY4EBTE4NQT3YYQ&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_14_322&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=aaba4bf4-00de-4309-9f9e-91c594c138cf.RFRGSP6XY4EBTE4N.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,"CANDY 175 L Direct Cool Single Door 2 Star Refrigerator  with Toughed glass Shelves ,Stabilizer Free O...",4.3,12575,1319,Reciprocatory Compressor,Yes,1 Year Warranty on Product and 10 Years on Compressor,11190,14990,25 
https://www.flipkart.com/realme-techlife-180-l-direct-cool-single-door-3-star-refrigerator/p/itm96018a2c9f237?pid=RFRH4KRUTFCTHKZB&lid=LSTRFRH4KRUTFCTHKZB92LWYY&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_14_323&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=aaba4bf4-00de-4309-9f9e-91c594c138cf.RFRH4KRUTFCTHKZB.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,realme TechLife 180 L Direct Cool Single Door 3 Star Refrigerator,4.3,2185,226,Reciprocating Compressor,Yes,1 Year Warranty on Product and 10 Years Warranty on Compressor,12990,22990,43 
https://www.flipkart.com/samsung-215-l-direct-cool-single-door-5-star-refrigerator-base-drawer/p/itm2c6ae0b6cd69d?pid=RFRGNHK6HEHN7NRP&lid=LSTRFRGNHK6HEHN7NRPCZD6OL&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_14_324&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=aaba4bf4-00de-4309-9f9e-91c594c138cf.RFRGNHK6HEHN7NRP.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,SAMSUNG 215 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,4.3,120,2,Digital Inverter Compressor,Yes,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,22200,26999,17 
